ID	city	category	name	address	coordinates	website	opening_hours	ypage	rating	n_reviews	phone	social	stops	tags
11	Чебоксары	Пункты выдачи	Авито	ул. Спиридона Михайлова, 1, Чебоксары	[47.216271, 56.144798]	www.avito.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/avito/43165686248/?ll=47.216026%2C56.144888&z=16	4,3	12 отзывов	8(800)600-00-01		"остановка Улица Афанасьева (228 м)
остановка Кооперативный техникум (630 м)
остановка Театр юного зрителя имени М. Сеспеля (820 м)
"	Пункт выдачи
12	Чебоксары	Пункты выдачи	KazanExpress	просп. Ленина, 34, Чебоксары	[47.2538, 56.122056]	kazanexpress.ru	'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-20:00, 'sun': 10:00-20:00	https://yandex.ru/maps/org/kazanexpress/142711208326/?ll=47.253800%2C56.122056&z=13	5,0	66 отзывов	+7(903)389-45-99, 8(800)700-96-16	https://ok.ru/kazanexpress, https://t.me/kazanexpress, https://vk.com/kazanexpress	"остановка Торговый комплекс Центральный (310 м)
остановка Русский драмтеатр (310 м)
остановка Кинотеатр Мир Луксор (340 м)
остановка Школьный проезд (380 м)
остановка Улица Космонавта Николаева (530 м)
"	Пункт выдачи
13	Чебоксары	Пункты выдачи	Wildberries	ул. Гузовского, 16, Чебоксары	[47.186644, 56.143522]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/77091676053/?ll=47.186644%2C56.143522&z=13	4,9	44 отзыва		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Магазин Природа (150 м)
остановка Роща (470 м)
остановка Покровско-Татианинский собор (560 м)
остановка Кооперативный институт (650 м)
остановка Чебоксары – Роща (780 м)
"	Пункт выдачи
14	Чебоксары	Пункты выдачи	Wildberries	ул. Академика Королёва, 4, Чебоксары	[47.198307, 56.119716]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/148561389508/?ll=47.198307%2C56.119716&z=14	4,4	11 отзывов	8(800)100-75-05	https://ok.ru/wildberries, https://t.me/wildberriesru_official, https://vk.com/club9695053, https://www.youtube.com/channel/UCtnVdR1jFU2tqJvpoh9Iwxw	"остановка Улица Академика Королёва (214 м)
остановка Улица Яноушека (450 м)
остановка Улица Эльменя (780 м)
остановка Микрорайон Садовый (1,19 км)
остановка Улица Академика В.Н. Челомея (1,41 км)
"	Пункт выдачи
15	Чебоксары	Пункты выдачи	Wildberries	ул. Ленинского Комсомола, 23, корп. 1, Чебоксары	[47.284934, 56.107903]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/7601382176/?ll=47.284934%2C56.107903&z=14	4,6	20 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://t.me/wildberriesru_official, https://vk.com/club9695053	"остановка Универсам Звёздный (77 м)
остановка Улица Ленинского Комсомола (440 м)
остановка Малая Кувшинка (710 м)
остановка Хевешская улица (790 м)
остановка Микрохирургия глаза (1,13 км)
"	Пункт выдачи
16	Чебоксары	Пункты выдачи	Ozon	ул. Гузовского, 16, Чебоксары	[47.186876, 56.143459]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/29349935708/?ll=47.186876%2C56.143459&z=13	4,7	18 отзывов	+7(495)232-10-00, +7(919)977-32-47	https://ok.ru/ozon, https://vk.com/ozon	"остановка Магазин Природа (206 м)
остановка Роща (490 м)
остановка Покровско-Татианинский собор (580 м)
остановка Кооперативный институт (710 м)
остановка Чебоксары – Роща (800 м)
"	Пункт выдачи
17	Чебоксары	Пункты выдачи	Wildberries	просп. Мира, 90, корп. 1, Чебоксары	[47.264926, 56.10893]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/155620082546/?ll=47.264926%2C56.108930&z=14	4,5	28 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Таможня (231 м)
остановка Проспект И.Я. Яковлева (380 м)
остановка Дом печати (470 м)
остановка Новый автовокзал (570 м)
остановка Пригородный автовокзал Чебоксары (620 м)
"	Пункт выдачи
18	Чебоксары	Пункты выдачи	Ozon	ул. Энтузиастов, 23, Чебоксары	[47.186781, 56.119579]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/4843856332/?ll=47.186921%2C56.119429&z=16	4,2	1 отзыв	+7(495)232-10-00	https://ok.ru/ozon, https://t.me/ozonru, https://vk.com/ozon	"остановка Институт культуры (142 м)
остановка ДК Салют (340 м)
остановка Улица Мате Залки (680 м)
"	Пункт выдачи
19	Чебоксары	Пункты выдачи	Ozon	Привокзальная ул., 1Г, Чебоксары	[47.261889, 56.111676]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/21127509306/?ll=47.261889%2C56.111676&z=14	4,3	5 отзывов	+7(495)232-10-00	https://ok.ru/ozon, https://vk.com/ozon	"остановка Пригородный автовокзал (56 м)
остановка Пригородный автовокзал Чебоксары (86 м)
остановка Железнодорожный вокзал Чебоксары (137 м)
остановка Чебоксары – Пегас (167 м)
остановка Чебоксары (299 м)
"	Пункт выдачи
20	Чебоксары	Пункты выдачи	Ozon	просп. 9-й Пятилетки, 2, Чебоксары	[47.268064, 56.09428]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/117769189660/?ll=47.268064%2C56.094280&z=13	4,4	4 отзыва	+7(495)232-10-00	https://ok.ru/ozon, https://vk.com/ozon	"остановка Дорисс-парк (132 м)
остановка Питомник (196 м)
остановка Газопровод (600 м)
остановка Улица Хузангая (610 м)
остановка Предприятие ВТИ (700 м)
"	Пункт выдачи
21	Чебоксары	Пункты выдачи	Ozon	ул. Мате Залка, 11, Чебоксары	[47.18082, 56.116983]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/42486228347/?ll=47.179976%2C56.117540&z=16	4,4	10 отзывов	+7(495)232-10-00	https://ok.ru/ozon, https://vk.com/ozon	"остановка ДК Салют (190 м)
остановка Улица Чернышевского (233 м)
остановка Хлебозавод (248 м)
остановка Улица Мате Залки (830 м)
"	Пункт выдачи
22	Чебоксары	Пункты выдачи	Ozon	бул. Анатолия Миттова, 24А, Чебоксары	[47.1873, 56.111111]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/109678273491/?ll=47.187300%2C56.111111&z=14	4,4	13 отзывов	+7(495)232-10-00	https://ok.ru/ozon, https://t.me/ozonru, https://vk.com/ozon	"остановка Тополиная улица (191 м)
остановка Улица Чернышевского (420 м)
остановка Фруктовая улица (490 м)
остановка Лицей № 4 (590 м)
остановка Хлебозавод (970 м)
"	Пункт выдачи
23	Чебоксары	Пункты выдачи	Wildberries	Эгерский бул., 48, Чебоксары	[47.28881, 56.090496]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/10181991796/?ll=47.288810%2C56.090496&z=13	4,4	32 отзыва		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Кукшумская улица (224 м)
остановка Микрорайон Рябинка (450 м)
остановка Кинотеатр Луч (950 м)
остановка Эгерский бульвар (980 м)
остановка Универмаг Шупашкар (1,05 км)
"	Пункт выдачи
24	Чебоксары	Пункты выдачи	Ozon	ул. Фёдора Гладкова, 34, Чебоксары	[47.236138, 56.110908]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/193926623398/?ll=47.236121%2C56.110992&z=16	4,3	8 отзывов	+7(495)232-10-00	https://ok.ru/ozon, https://t.me/ozonru, https://vk.com/ozon	"остановка Медицинский центр (130 м)
остановка По требованию (260 м)
остановка Улица Строителей (272 м)
остановка Госархив (870 м)
остановка Ярмарка (1 000 м)
"	Пункт выдачи
25	Чебоксары	Пункты выдачи	Ozon	ул. Ашмарина, 1А, Чебоксары	[47.271781, 56.080031]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/158814336657/?ll=47.271781%2C56.080031&z=17	4,6	11 отзывов	+7(927)859-99-62, +7(495)232-10-00	https://ok.ru/ozon, https://viber.click/79278599962, https://vk.com/ozon, https://wa.me/79278599962	"остановка Улица Сапожникова (156 м)
остановка Улица Ашмарина (215 м)
остановка Улица Никитина (640 м)
остановка Школа № 15 (1,37 км)
остановка Улица Бичурина (1,57 км)
"	Пункт выдачи
26	Чебоксары	Пункты выдачи	Wildberries	ул. Академика Алексея Николаевича Крылова, 7, Чебоксары	[47.229658, 56.140793]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/177374073457/?ll=47.229658%2C56.140793&z=13	4,4	19 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Улица Урукова (550 м)
остановка Театр оперы и балета (850 м)
остановка Республиканская больница (990 м)
остановка Улица Афанасьева (1,06 км)
остановка Кооперативный техникум (1,1 км)
"	Пункт выдачи
27	Чебоксары	Пункты выдачи	Ozon	просп. Геннадия Айги, 10, Чебоксары	[47.213798, 56.120628]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/18759704792/?ll=47.213798%2C56.120628&z=16	4,5	11 отзывов	+7(927)995-25-34, +7(495)232-10-00	https://ok.ru/ozon, https://t.me/ozonru, https://viber.click/79279952534, https://vk.com/ozon	"остановка Микрорайон Апельсиновый (340 м)
остановка Микрорайон Садовый (540 м)
остановка Техникум связи (1,08 км)
остановка Кошкино (1,11 км)
остановка Улица Яноушека (1,23 км)
"	Пункт выдачи
28	Чебоксары	Пункты выдачи	Wildberries	Пролетарская ул., 16, корп. 1, Чебоксары	[47.295072, 56.105228]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/189651972085/?ll=47.295072%2C56.105228&z=13	4,4	15 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Новоюжная автостанция (370 м)
остановка Пролетарская улица (490 м)
остановка Больничный комплекс (670 м)
остановка Школа № 46 (760 м)
остановка Улица Шумилова (970 м)
"	Пункт выдачи
29	Чебоксары	Пункты выдачи	Ozon	ул. Патриса Лумумбы, 6, Чебоксары	[47.276159, 56.131877]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/98238264860/?ll=47.276159%2C56.131877&z=13	4,4	14 отзывов	+7(495)232-10-00	https://ok.ru/ozon, https://vk.com/ozon	"остановка Улица Патриса Лумумбы (296 м)
остановка АО Чебоксарский трикотаж (540 м)
остановка Якимовка (560 м)
остановка Гостиница Россия (760 м)
остановка Завод Энергозапчасть (860 м)
"	Пункт выдачи
30	Чебоксары	Пункты выдачи	Ozon	ул. Композиторов Воробьёвых, 13, Чебоксары	[47.248807, 56.143471]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/35572874373/?ll=47.248823%2C56.143303&z=16	4,3	2 отзыва	+7(495)232-10-00	https://ok.ru/ozon, https://vk.com/ozon	"остановка Национальный конгресс (217 м)
остановка Дом мод (221 м)
остановка Филармония (258 м)
остановка Улица Дзержинского (271 м)
остановка Деловой центр Республика (380 м)
"	Пункт выдачи
31	Чебоксары	Пункты выдачи	Wildberries	ул. Ленинского Комсомола, 24А, Чебоксары	[47.274552, 56.10377]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/97084478579/?ll=47.274552%2C56.103770&z=14	4,4	7 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://t.me/wildberriesru_official, https://vk.com/club9695053	"остановка Магазин Надежда (269 м)
остановка Улица Хузангая (310 м)
остановка Улица Ленинского Комсомола (450 м)
остановка Улица Шумилова (690 м)
остановка Хевешская улица (830 м)
"	Пункт выдачи
32	Чебоксары	Пункты выдачи	KazanExpress	ул. Карла Маркса, 20, Чебоксары	[47.250576, 56.143717]	kazanexpress.ru	'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-20:00, 'sun': 10:00-20:00	https://yandex.ru/maps/org/kazanexpress/217131639417/?ll=47.250576%2C56.143717&z=13	4,8	80 отзывов	+7(903)065-45-44, 8(800)700-96-16	https://t.me/kazanexpress, https://vk.com/kazanexpress	"остановка Национальный конгресс (104 м)
остановка Дом мод (144 м)
остановка Улица Дзержинского (166 м)
остановка Деловой центр Республика (263 м)
остановка Филармония (370 м)
"	Пункт выдачи
33	Чебоксары	Пункты выдачи	Wildberries	ул. Герцена, 12, корп. 3, Чебоксары	[47.236522, 56.150374]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/142195454566/?ll=47.236522%2C56.150374&z=13	4,5	16 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Ликёро-водочный завод (440 м)
остановка Кирпичный завод (480 м)
остановка Театр оперы и балета (850 м)
остановка Ярославская улица (1,62 км)
остановка Национальный конгресс (1,74 км)
"	Пункт выдачи
34	Чебоксары	Пункты выдачи	Ozon	Радужная ул., 5, Чебоксары	[47.215503, 56.138494]	www.ozon.ru	'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00	https://yandex.ru/maps/org/ozon/244495212644/?ll=47.216236%2C56.138744&z=16	4,4	18 отзывов	+7(495)232-10-00	https://ok.ru/ozon, https://vk.com/ozon	"остановка Фабрика Рассвет (380 м)
остановка Студенческий городок (1,02 км)
остановка Театр юного зрителя имени М. Сеспеля (1,04 км)
остановка Протопопиха (1,48 км)
остановка Улица Грибоедова (1,58 км)
"	Пункт выдачи
35	Чебоксары	Пункты выдачи	KazanExpress	ул. Энтузиастов, 34, Чебоксары	[47.184272, 56.11907]	kazanexpress.ru	'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-20:00, 'sun': 10:00-20:00	https://yandex.ru/maps/org/kazanexpress/106142487013/?ll=47.183615%2C56.118792&z=16	4,9	78 отзывов	+7(965)686-68-22, 8(800)700-96-16	https://t.me/kazanexpress, https://vk.com/kazanexpress	"остановка ДК Салют (191 м)
остановка Институт культуры (330 м)
остановка Хлебозавод (550 м)
остановка Улица Мате Залки (760 м)
"	Пункт выдачи
36	Чебоксары	Пункты выдачи	KazanExpress	ул. Мичмана Павлова, 35, Чебоксары	[47.165428, 56.13695]	kazanexpress.ru	'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-20:00, 'sun': 10:00-20:00	https://yandex.ru/maps/org/kazanexpress/8087785197/?ll=47.165428%2C56.136950&z=14	4,9	69 отзывов	+7(967)795-39-52, 8(800)700-96-16	https://t.me/kazanexpress, https://vk.com/kazanexpress	"остановка Улица Мичмана Павлова (42 м)
остановка Бульвар Юности (223 м)
остановка Магазин Акатуй (860 м)
остановка ОАО Контур (950 м)
остановка Покровско-Татианинский собор (1,19 км)
"	Пункт выдачи
37	Чебоксары	Пункты выдачи	Wildberries	ул. Филиппа Лукина, 5, Чебоксары	[47.152946, 56.133564]	www.wildberries.ru	'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00	https://yandex.ru/maps/org/wildberries/162020569389/?ll=47.152946%2C56.133564&z=14	4,7	16 отзывов		http://youtube.com/Wildberriesshop, https://ok.ru/wildberries, https://vk.com/club9695053	"остановка Улица Академика РАН Х.М. Миначева (246 м)
остановка Улица Мичмана Павлова (910 м)
остановка ОАО Контур (960 м)
остановка Бульвар Юности (1,04 км)
остановка Заовражный (1,41 км)
"	Пункт выдачи
